Gene_id	N1_0_10_bin.4.79%.fa	N1_10_20_bin.3.84%.Delt.fa	N1_10_20_bin.4.77%.Bact.fa	N1_10_20_bin.6.65%.Bact.fa	N1_20_30_bin.3.62%.Bact.fa	N1_20_30_bin.4.83%.Delt.fa	N123_30_40_bin.1.87%.Delt.fa	N123_30_40_bin.2.17%.Bact.fa	N123_40_50_bin.10_90%.fa	N13_0_10_co_bin.1_58%_.fa	N1_30_40_bin.1.fa	N13_20_30_bin.13_Actino_72%.fa	N13_20_30_bin.7_Delt_87%.fa	N13_Depth10_20_bin.1.fa	N2_0_30_JGI.bin.1.arch.89%.fa	N23_Depth50_60_bin.1.86%.Bact.fa	N2_40_50_bin.6.90%.Arch.fa	N2_50_60_JGI.bin.1.bact.74%.fa	N3.0.10.OSU.bin.2.Gamma.94%.fa	N3.0.10.OSU.bin.7.BACT.75%.fa	N3_0_10_OSU_JGI_contam_bin.2.Gamma.94.fa	N3_0_10_OSU_JGI_contam_bin.7.bact.77.fa	N3_10_20_JGI_bin.1.bact.81%.fa	N3_30_40_JGI.bin.3.arch.87%.fa	N3_30_40_OSU_bin.14.fa	N3_30_40_OSU_bin.1.fa	N3_40_50_JGI_bin.3.fa	N3_40_50_JGI_bin.4.fa	N3_40_50_OSU_bin.3.fa	N3_40_50_OSU_bin.4.fa	N3_50_60_JGI_bin.1.arch.80%.fa	N3_50_60_JGI_contam_bin.9.bact.49.fa	N3.50.60.OSU.bin.1.bact.47%.fa	N3_50_60_OSU_plantDB.JGIDB.bin.1.47.bact.fa	S1_0_10_JGI_bin.10.bact.87%.fa	S1_0_10_JGI_bin.5.arch.83%.fa	S1_10_20_JGI_bin.4.DELT.90%.fa	S1_10_20_JGI_bin.6.bact.80%.fa	S1.20.30.JGI.bin.8.bact.70%.fa	S123_0_10_co_JGI_bin.13.bact.89%.fa	S123_0_10_co_JGI_bin.3.DELT.90%.fa	S123.20.30.JGI.bin.9.DELT.87%.fa	S123_40_50_bin.3.81%.fa	S123_50_60_co_JGI.bin.2.ACTINO.79%.fa	S123_50_60_co_JGI.bin.7.43%.fa	S123_50_60_co_JGI.bin.9.bact.83%.fa	S12_40_50_co_JGI_bin.2.bact.84%.fa	S12_40_50_co_JGI_bin.6.bact.45%.fa	S1_30_40_JGI_bin.6.bact.77%.fa	S1_50_60_JGI_bin.1.bact.60%.fa	S1_50_60_JGI_bin.2.arch.96%.fa	S1.50.60.OSU.bin.11.BETA.82%.fa	S1.50.60.OSU.bin.14.bact.61%.fa	S1.50.60.OSU.bin.3.arch.91%.fa	S1.50.60.OSU.bin.5.bact.76%.fa	S1.50.60.OSU.bin.7.GAMMA.90%.fa	S1_50_60_OSU_contam_removed.bin.15.BETA.85.fa	S1_50_60_OSU_contam_removed.bin.19.arch.91.fa	S1_50_60_OSU_contam_removed.bin.2.bact.77.fa	S1_50_60_OSU_contam_removed.bin.3.bact.59.fa	S1_50_60_OSU_contam_removed.bin.6.GAMMA.90.fa	S2.0.10.OSU.bin.13.GAMMA.92%.fa	S2.0.10.OSU.bin.18.bact.81%.fa	S2.0.10.OSU.bin.19.bact.90%.fa	S2.0.10.OSU.bin.21.bact.93%.fa	S2.0.10.OSU.bin.33.ACTINO.92%.fa	S2.0.10.OSU.bin.36.GAMMA.81%.fa	S2.0.10.OSU.bin.37.ALPHA.89%.fa	S2_0_10_OSU_JGI_cont_bin.15.bact.64.fa	S2_0_10_OSU_JGI_cont_bin.20.Actino.92.fa	S2_0_10_OSU_JGI_cont_bin.2.Gamma.92.fa	S2_0_10_OSU_JGI_cont_bin.37.Alpha.89.fa	S2_0_10_OSU_JGI_cont_bin.44.bact.93.fa	S2_0_10_OSU_JGI_cont_bin.6.bact.81.fa	S2_0_10_OSU_JGI_cont_bin.8.bact.90.fa	S2_10_20_OSU_bin.14.fa	S2_10_20_OSU_bin.16	S2_10_20_OSU_bin.17.fa	S2_10_20_OSU_bin.2_v2.fa	S2_10_20_OSU_bin.4.fa	S2_30_40_JGI.bin.3.bact.75%.fa	S23_30_40_co_JGI_bin.3.arch.93%.fa	S23_30_40_co_JGI_bin.5.bact.79%.fa	S2_40_50_JGI.bin.6.bact.82%.fa	S2_40_50_OSU_bin.10	S2_40_50_OSU_bin.14.fa	S2_40_50_OSU_bin.15.fa	S2_40_50_OSU_bin.17.fa	S2_40_50_OSU_bin.8.fa	S2_50_60_JGI.bin.2.bact.80%.fa	S2_50_60_JGI.bin.5.bact.55%.fa	S2_50_60_OSU_bin.13	S2_50_60_OSU_bin.17.fa.fa	S2_50_60_OSU_bin.20.fa	S2_50_60_OSU_bin.22.fa	S2_50_60_OSU_bin.28.fa	S2_50_60_OSU_bin.32_v2.fa	S3_10_20_JGI.bin.2.DELT.77%.fa	S3_30_40_JGI_bin.1.arch.99%.fa	S3_30_40_JGI_bin.2.bact.61%.fa	S3_40_50_JGI_bin.2.bact.76%.fa	S3_40_50_JGI_bin.3.arch.93%.fa
S1_20_30	3.881198562	5.587056227	9.551642438	5.282469978	1.022461785	5.574936903	0.013925857	2.931476648	1.734164004	6.465031264	0.40030857	0	2.858449645	0.424523291	0.371834739	1.566790516	0.438042379	1.486621128	0	0.006699725	0	0.004809445	4.288290603	0.426018765	0.150277225	0.353589952	0.675272463	0.501689766	0.348529267	1.279073217	0.33608692	0.889364569	0.888024624	0.900311442	1.500881971	0.33980766	0.090195048	1.317237723	1.302139414	0.209832995	0.035472651	0.010456357	1.293728866	1.383349652	0.569572337	0.575937076	3.999065867	0.835336073	1.382739498	0.755525598	0.523404054	0.000825502	0.025770014	0.429033641	1.273450234	0.000801574	0.001627076	0.430277876	1.276261726	0.015552933	0.000801574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00201566	0.002943093	0.000849429	0.00397198	0.007896104	1.349516041	0.446979333	1.526269143	6.526154291	0	0.115295089	0	0.563734006	0	1.526663948	0.36944198	0.068923421	0.004438568	1.702567622	0	0.013219993	0.094681471	0.020924677	0.494906295	2.590472608	0.894497037	0.455581302
S3_20_30	3.531560209	4.861000297	8.53233182	5.026535736	1.235159142	8.244182399	2.001688731	3.161993153	1.682243586	5.294021354	0.325464275	0.003356462	4.200321133	0.346934379	0.291730897	1.578455791	0.346746867	1.446428715	0	0.006469158	0	0.002231391	3.790476537	0.327320642	0.791093638	0.384080471	0.175304805	0.441609099	0.265010462	1.269755074	0.263810387	0.984943363	0.985862171	0.99441271	1.705963832	0.270935836	2.083518892	1.552035375	1.306694903	1.025614678	1.979074805	2.11155191	1.350853938	0.098574966	0.577723933	0.127639299	1.771049187	1.680893501	1.477443171	0.155934834	0.433452335	0	0.036171031	0.325689289	1.243765935	0	0	0.328483215	1.247422416	0.022557673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.118264271	0	0.001443841	0.005587852	0.006150388	1.462292216	0.36186032	1.625258743	3.678756992	0	0.830227356	0	0.002887682	0	1.503319803	0.161222667	0.913388851	0.027057956	0.022913945	0	0.012357029	0.037633623	1.526946293	0.423420452	0.068554323	0.161935212	0.342940377
N2_30_40	0.003921676	0	0.008709178	0	0	0.003208644	0.011510375	0.015890429	0	0	6.18387264	0	0	6.376238511	6.132687123	0.005704257	7.183492696	0	0	0.003310506	0	0	0	6.552713953	0	0	0	7.051632691	5.750196338	0	5.179210429	0	0	0	0	5.583550553	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005857049	8.018707925	0	0.004787501	7.168468091	0	0.011408513	0.013242024	7.103684033	0	0	0.020932585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003463299	0	0	0	0	6.845311763	0.004227262	0.003259575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.427858979	0	0	7.3229414
N3_30_40	2.840976786	0	4.154742455	2.302116982	0.471445774	0	0.00245612	2.724591169	0.867764437	0.785139698	3.472565893	0	0.00127115	3.686162155	3.657765961	0.812221653	4.278668792	0.774625781	0	0	0	0	2.792845452	3.874227696	0	0.212432836	0.750560114	4.082890172	3.373610111	0.655245421	3.01212957	0.450547208	0.464594491	0.468860384	0.779688835	3.357020528	0.001292695	0.682370466	0.591774109	0.039039381	0.00114188	0	0.689178658	0.00249921	0.29525148	0.010212288	2.808120795	0.003899629	0.710249583	0.795007268	4.758560171	0.001594324	0.008036252	4.272442312	0.660954823	0	0.003102467	4.237065566	0.644666869	0.002176036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.530780462	0.001508144	0	0	0	0.705035714	3.975057886	0.782403494	4.264061341	0	0.001421964	0	0	0	0.751228006	0.025681536	0	0	0	0	0	0.003576455	0	4.383269341	2.900720828	0.988674486	4.360776453
S1_30_40	1.907069314	1.487647788	4.701201663	2.835077149	0.717449362	2.471763689	0.012695753	1.840390739	1.280464236	2.713977969	2.567996704	0	1.306842748	2.738549624	2.764999774	1.137141518	3.206660757	1.092583006	0	0.007036392	0	0.004393765	2.272826407	2.907009138	0.592521557	0.261842949	1.09785234	3.023022057	2.539063122	0.927180024	2.238543893	0.638393423	0.635527924	0.643376208	1.175563087	2.535274295	0.043093924	0.957060813	0.915956819	0.73739642	0.026856095	0.005253415	0.975073659	0.1438401	0.390440185	0.423369547	2.153008742	0.540361511	1.055275798	1.296423475	3.555503446	0.004473363	0.016627855	3.208674567	0.919363579	0.000493503	0.004473363	3.181221492	0.917429367	0.008946725	0.000493503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7089643	0.002133205	0.001154159	0.002244641	0.00767317	0.985079027	2.983685121	1.11179777	3.32740971	0	0.589098877	0.221136941	0.006996594	0.002379956	1.100176578	0.290585498	0.618072258	0.001010884	0.054197733	0.232766092	0.015481655	0.067331271	0.013380289	3.280622476	1.828626273	1.519582185	3.265363692
S2_30_40	5.960948286	0.003261719	7.814305271	3.720630638	1.389854653	0.009954283	0.004179832	3.884755499	2.219829221	8.780426401	0.279444744	0	0.008021412	0.262991185	0.219042543	2.040942062	0.27246225	1.940311994	0	0.004783854	0	0.003938224	6.200479255	0.224333776	0.028171587	0.476355921	0.784068895	0.261783141	0.212857358	1.687371736	0.22885186	1.192677707	1.200264223	1.209759449	2.034539428	0.223778076	0.019811922	1.810229813	1.620446097	0.137644536	0.010775753	0	1.742506865	0.635044584	0.751089293	0.329095354	6.063607867	0.995452439	1.856739508	0.84483351	0.261058314	0.001667101	0.021213253	0.226484094	1.638880849	0	0.001667101	0.223584789	1.643060681	0.012853588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.37576886	0.001473814	0.001787905	0.006161025	0.001836227	1.95831185	0.256201977	2.107964344	9.778415732	0	0.012660301	0	0	0	1.990059247	0.30401636	0.010050926	0.003068432	0.016042825	0	0.004759693	0.042740598	0.006475116	0.246996682	4.975909186	1.031597116	0.234577989
S3_30_40	11.99042861	0	17.12850064	0.011845019	0.001102459	0	0	0	0.060904424	2.003500434	0.926167712	0	0	0.995084189	0.991712717	0.030381706	1.159722268	0.22326067	0	0	0	0	13.17227696	1.041182338	0.002230556	0.005178991	1.017364106	1.098779386	0.912310065	0.012511622	0.814896317	0.011819381	0.011819381	0.011819381	0.016588155	0.907989966	0	0.00949909	0.013229502	0.008050511	0	0	0.023049075	0	0.002679231	0.002717688	0.018767433	0	0.016395866	0.695125736	1.269942481	0	0.001922893	1.152069154	0.027638379	0.001525495	0	1.142441871	0.023715677	0.001922893	0.001525495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004102171	0	0	0	0	0.017152204	1.096125794	0.023061894	17.70490698	0	0	0	0	0	0.019613506	0.101067244	0.001948531	0	0	0	0.001217832	0.005102075	0	1.231010312	18.82813274	0.82542095	1.16954184
N1_40_50	0	12.73529181	11.75525079	0.010945299	0	22.7487499	0.003853978	0	0.003751206	0	3.369147926	2.131455607	0	3.379733521	2.92691675	0	3.513646424	0.006269138	0	0	0	0	0	3.297001451	0	0	0	3.765542453	2.743775696	0	2.689614453	0	0	0	0	2.673016653	0	0.009609253	0.005703888	0	0.014747891	0	0	0	0	0	0	0.174765074	0	0.00483032	4.027715757	0	0.004265069	3.49468485	0	0	0	3.46616541	0	0.004265069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004008138	0	0	0	0	0.003802592	3.501724784	0.007964889	0	0	0	0	0	0	0.002826251	0.005858047	0	0	0.003134569	0	0	0	0.008684298	3.838356951	0	0	3.662923854
N2_40_50	8.220054695	0.000973113	0.666984339	0.029299163	0.277717987	0	0.001449092	0.02119694	0.839489771	6.041233548	2.017347855	0	0.001078886	2.148612336	2.149807572	0.636119733	2.519389541	0.701921211	0	0.000803876	0	0.002432782	8.567657003	2.264687792	0.027596215	0.134966541	1.148135828	2.372787953	2.020944142	0.514914279	1.757727654	0.285301922	0.284667283	0.288771281	0.477449429	1.968205648	0.00173468	0.388695177	0.441973114	0.041452498	0.001279855	0	0.475111842	0.00130101	0.208373108	0.399769626	7.629872242	0.00157602	0.464344135	1.063686543	2.768675704	0.002887607	0.010101336	2.49985324	0.535466002	0.00287703	0.004548246	2.481268897	0.528664788	0.007541626	0.00287703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333957571	0	0.002475092	0.000930804	0	0.45632653	2.327548776	0.55647255	12.08494219	0	0.006134843	0.001745257	0.000571175	0.001724102	0.568742236	0.237979014	0.005775214	0	0.00130101	0	0.00441074	0.023777804	0	2.567674984	8.688555715	1.241279665	2.534017968
N3_40_50	3.710321565	0	4.595717869	2.381327745	0.421007636	0	0.004417459	0.007327162	1.201204935	3.415092473	3.276378975	0	0.002010341	3.471434912	3.474318164	0.928856693	4.094931455	0.921053397	0	0	0	0	3.170254155	3.680616138	0.002169052	0.226507187	1.440197394	3.862842928	3.279288678	0.785328958	2.845108021	0.44796207	0.439973612	0.443862034	0.751497042	3.187818183	0	0.63775409	0.65277874	0.041423596	0.003650355	0	0.73258397	0.027060242	0.322209978	0.014918843	0.862912232	0.0028568	0.727346504	1.377162637	4.519430735	0.002539378	0.007644584	4.08527653	0.748719598	0	0.002539378	4.049143304	0.734223985	0.004364555	0.001587111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.550145565	0	0	0	0	0.740678236	3.756506494	0.872302639	4.017639151	0	0	0	0	0.004602622	0.834661657	0.022748591	0.005105207	0	0	0	0	0.012908503	0	4.150586147	3.231199216	1.643135983	4.130826615
S1_40_50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.672540382	0	0	0.991189427	0	0	0	0	0	0	0	0	50.05506608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.413362702	2.790014684	0	0	2.239353891	0	0	11.67400881	0	0	0	11.67400881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.49045521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S2_40_50	4.03623095	0	8.514795283	3.538112474	1.349607792	0.007111784	0.003490646	2.642549672	2.347117036	5.31843991	0.900978197	0	0.007796864	0.872367947	0.710232324	2.138624327	0.862059122	2.02193235	0	0.002218355	0	0.005284904	4.625204097	0.803337971	0.053436248	0.506241569	1.020182133	1.071139044	0.829142655	1.771975983	0.673009638	1.20857916	1.215886681	1.228772712	2.045616548	0.672748656	0.012298819	1.793246089	1.662363167	0.123738515	0.002805566	0	1.861786722	0.384329935	0.798183559	0.723607697	5.168798843	1.305338568	1.908535282	1.108133369	0.959568856	0	0.025021735	0.838668531	1.729631508	0.004240972	0	0.850314892	1.733481006	0.016376677	0.004240972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.400173227	0	0.002348846	0.003490646	0	1.88468797	0.918822902	2.107371625	8.653311954	0	0.009330138	0	0.001989995	0	2.05931815	0.400869725	0	0.00182688	0.053925591	0	0	0.022770758	0.004828184	0.959927708	3.274356636	1.374662149	0.847052606
S3_40_50	3.387949926	0.001624195	1.146051509	0.067925297	0.70664611	0	0.003393841	0.021769064	1.331718835	2.612287643	3.39956171	0	0.004848344	3.602173997	3.593374253	1.19288651	4.234640447	1.146803002	0	0	0	0	3.651263478	3.819622217	0.003224149	0.299409472	1.040963657	3.985581026	3.363926383	1.000504228	2.951598984	0.653362811	0.657144519	0.661071678	1.103943643	3.305334148	0.001939338	0.973014118	0.896919362	0.053937825	0.004727135	0	1.00702525	0	0.428957218	0.012314793	1.155917888	0.006593748	1.031048794	1.156717865	4.676009425	0.004581685	0.016532852	4.21437437	0.981692654	0	0.003296874	4.17687243	0.971220231	0.009090645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.761892987	0	0	0.001866612	0	1.028503413	3.898141145	1.146342409	3.893753394	0	0.002205996	0	0.001721162	0	1.094440889	0.029017338	0	0	0	0	0.001309053	0.005793771	0	4.297571949	3.351029788	1.471908696	4.281111822
N2_50_60	2.793843192	0	4.003921072	0.034471486	0.47284262	0.001319102	0.001923029	0.024093487	1.142819545	2.498999945	3.686351119	0	0.001652851	3.905687668	3.921675826	1.020937653	4.582991175	1.047987201	0	0	0	0.002336242	3.218689553	4.111642478	0.020549392	0.216380488	0.890330613	4.316723184	3.63824361	0.791461497	3.186443059	0.469219061	0.471094412	0.471555303	0.79715112	3.577850966	0	0.665892475	0.691654706	0.053097849	0.002574634	0	0.756100015	0	0.327661881	0.115508879	1.155756285	0.035997195	0.772851027	0.978837623	5.047458288	0.002844811	0.004561234	4.563586064	0.814744451	0	0.004561234	4.519626576	0.805049842	0.00328981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.541992198	0.001048925	0.002050171	0.001096603	0	0.756227157	4.241550235	0.873086924	3.158169766	0	0.004386413	0.001716423	0	0	0.891077575	0.129399187	0.001398567	0	0	0	0.003337488	0.016083515	0.001017139	4.660770543	2.300641894	1.154039863	4.618066587
N3_50_60	4.697092158	0	0.32657774	0.003767737	0.161617696	0	0.011515907	0.010573972	0.263589681	3.63948224	4.676126523	0	0	4.893561423	4.814833946	0.313633739	5.639755705	0.21084136	0	0	0	0	4.367627845	5.110874784	0.002856188	0.073957036	0.041688189	5.419950776	4.509039531	0.21023366	4.006137765	0.165719668	0.160189602	0.16359272	0.29275926	4.391783902	0	0.233478168	0.195648871	0.005195831	0	0.002704263	0.232232384	0	0.103278539	0.003828507	0.255993437	0	0.207620552	0.011455137	6.260763878	0	0.004618517	5.613047309	0.209018261	0.008325484	0.006745465	5.565950594	0.205463219	0	0.009783963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.209869041	0.002400413	0	0	0	0.258910395	5.271185926	0.269757832	4.507915287	0	0	0	0	0	0.245936009	0	0	0	0	0	0	0	0	5.794293701	0	0.004132357	5.721065905
S1_50_60	3.770602026	0.001735289	10.71222483	0.05431196	0.687096804	0	0.003910876	0.011292329	1.58670178	1.193076041	2.182553455	0	0.002538184	2.314228231	2.315497324	1.327211302	2.731112025	1.347024678	0	0	0.001424491	0	4.983051146	2.449787984	0.006915257	0.313750638	1.512032547	2.5591889	2.212959865	1.133014316	1.901462512	0.687122704	0.690722782	0.69414156	1.133117916	2.127438599	0.004247573	0.951508251	0.971373427	0.059077531	0.005102268	0	1.099992023	0.034343185	0.470056161	0.018311186	4.187356321	0.002952582	1.069119416	1.732077571	3.041625184	0.134005762	0.015255005	2.724662965	1.148813218	0	0.136543946	2.699669622	1.13715829	0.005361266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.786034186	0	0	0.001838889	0	1.072771293	2.511921695	1.254950754	6.999249941	0	0.00157989	0	0	0.007381454	1.222860855	0.038797957	0	0	0	0	0.002434585	0.024216349	0.00152809	2.762476729	4.318072803	1.94013097	2.757892458
S2_50_60	5.258207308	0.003501712	15.58158815	9.151065225	1.040690653	0.004926651	0.006866994	4.562063906	1.951302554	7.85103565	0.264204938	0	0.006124206	0.232916913	0.22561031	1.733529409	0.231840629	1.67474309	0	0.003926162	0	0.002834719	5.91649887	0.222821067	0.159471911	0.388553616	1.021529769	0.321096391	0.199446002	1.417617371	0.221471923	0.938428532	0.938762028	0.950100905	1.599236475	0.19706605	0.01158142	1.378780201	1.334470657	0.157031324	0.010838633	0	1.441901972	0.330540402	0.632278843	0.884568864	3.670127803	0.657730681	1.498126432	1.126853994	0.260005915	0.003486553	0.027377022	0.224367278	1.417723484	0.002486064	0.003486553	0.217970211	1.419633509	0.016341323	0.002486064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.067446159	0.004274817	0.001500734	0.002213203	0.0008489	1.464928382	0.281349684	1.65412695	6.177247572	0	0.061211747	0	0.02769536	0	1.754297139	0.734055879	0.035062598	0.001076284	0.023435701	0	0.016841568	0.093636692	0.003456235	0.288565333	3.726882826	1.324632514	0.245938431
S3_50_60	4.35138685	0.007769712	6.295708268	2.563395516	1.424360114	0.007225614	0.004983933	3.045008831	2.619546375	4.47726924	0.15848471	0	0.009924338	0.168953146	0.13911484	2.345103612	0.125621223	2.24851543	0	0.007486781	0	0.006986211	5.588642727	0.11739447	0.083508079	0.520374818	1.331515322	0.1470369	0.122966028	1.910761486	0.1546325	1.270837573	1.2700976	1.285049399	2.146268634	0.131258073	0.019805148	1.854414752	1.842205205	0.155568348	0.023700886	0.001479945	1.922122241	3.686543273	0.838454197	0.88463719	5.043108842	1.439943066	2.014988797	1.479988639	0.097828725	0	0.043223103	0.115087496	1.913220807	0.003873974	0	0.127405863	1.912241431	0.023918525	0.003873974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.45102089	0.003395168	0.001915223	0.004461599	0.003612807	1.969349901	0.149909734	2.225554517	7.887606874	0	0.037390378	0	1.629397804	0	2.257155698	0.544293343	0.010794894	0.037978003	3.429446337	0	0.029076569	0.886987691	0.006616225	0.161575184	3.881896027	1.747989288	0.107753062
