MAG_id,R1_N3_0_10_combined_OSU_JGI,R1_N3_30_40_combined_OSU_JGI,R1_N3_40_50_combined_OSU_JGI,R1_N3_50_60_combined_OSU_JGI,R1_S1_50_60_combined_OSU_JGI,R1_S2_0_10_combined_OSU_JGI,R1_S2_10_20_combined_OSU_JGI,R1_S2_30_40_combined_OSU_JGI,R1_S2_40_50_combined_OSU_JGI,R1_S2_50_60_combined_OSU_JGI
S2_40_50_OSU_bin.14.fa,0.478954366,0.739759884,0.659367571,0.54756224,0.483294625,0.052413133,0.499785391,0.806386768,0.885483805,0.843646695
S2_40_50_OSU_bin.15.fa,0.152825395,0.271214333,0.007949815,0.249098949,0.006999915,0,0.280499766,0.455500675,0.478911408,0.487695205
S2_40_50_OSU_bin.17.fa,0.392311392,0.024835065,0.053973032,0.009843836,0.173994997,0.001042055,0.472219825,0.868059374,1.206049384,1.233719464
S2_40_50_OSU_bin.8.fa,0.392305516,0.041197557,0.071100525,0.014874626,0.06463147,0.184266305,0.530627853,0.376167983,0.448249752,0.284144473
S2_50_60_JGI.bin.2.bact.80%.fa,1.19258221,1.337032469,1.292848889,0.992040918,1.477331338,0.006828784,1.246533475,2.069445603,2.014292385,2.181599655
S2_50_60_JGI.bin.5.bact.55%.fa,0.310028479,0.660943927,0.587043997,0.342697044,0.424757629,0.010974831,0.393989369,0.717050703,0.89418679,0.973984803
S2_50_60_OSU_bin.13,0.4859998,0.764380287,0.702174267,0.561602181,0.526987252,0.003414392,0.500844652,0.828146725,0.901236449,0.869939617
S2_50_60_OSU_bin.17.fa.fa,0.246931005,0.163782633,0.144324533,0.183666926,0.124248499,0.072766456,0.244478695,0.357445111,0.373151967,0.289433995
S2_50_60_OSU_bin.20.fa,1.22102837,0.638229195,0.483648251,0.123918925,0.499828068,0.028468047,1.282158098,2.08430521,2.652344771,1.975856446
S2_50_60_OSU_bin.22.fa,0.155745813,0.270197974,0.007266063,0.252233553,0.009180284,0,0.284470446,0.462649267,0.483003508,0.49502252
S2_50_60_OSU_bin.28.fa,0.575245882,1.118151826,1.356529266,0.564069944,1.157495295,0.105690949,0.854786519,0.801895141,1.246771593,1.173577641
S2_50_60_OSU_bin.32_v2.fa,0.36065101,0.87951791,1.070538164,0.381310284,1.21410772,0,0.44868069,0.840108884,0.970671234,1.415913711
S3_10_20_JGI.bin.2.DELT.77%.fa,0.831414104,0.205374468,0.016101866,0.467645716,0.169743889,0,0.439153535,0.435528835,0.180697227,0.183461984
S3_30_40_JGI_bin.1.arch.99%.fa,0.717864506,2.91355312,2.49752754,3.715676086,1.792656415,0.684674258,0.814150539,0.566495849,0.685038804,0.471059946
S3_30_40_JGI_bin.2.bact.61%.fa,0.392411286,1.285605615,1.794322831,1.032650144,2.143249046,0,1.08939736,1.5499916,1.241617681,1.96448717
S3_40_50_JGI_bin.2.bact.76%.fa,0.481739633,1.472948485,2.329782111,0.481340896,2.447400244,0,0.489756481,1.370772561,1.658919718,2.388607239
S3_40_50_JGI_bin.3.arch.93%.fa,0.687508616,2.886019449,2.478839938,3.665250243,1.781186136,0.622816119,0.770231468,0.536400393,0.652854732,0.449952302
